lpn;sem
5256;SegSummArea
5257;SegSummArea
5258;SegSummArea
5259;SegSummArea
5260;SegSummArea
5261;SegSummArea
5262;SegSummArea
5263;SegSummArea
5264;SegSummArea
5265;SegSummArea
5266;SegSummArea
5267;SegSummArea
5268;SegSummArea
5269;SegSummArea
5270;SegSummArea
5271;SegSummArea
5272;SegSummArea
5273;SegSummArea
5274;SegSummArea
5275;SegSummArea
5276;SegSummArea
5277;SegSummArea
5278;SegSummArea
5279;SegSummArea
5280;SegSummArea
5281;SegSummArea
5282;SegSummArea
5283;SegSummArea
5284;SegSummArea
5285;SegSummArea
5286;SegSummArea
5287;SegSummArea
5288;SegSummArea
5289;SegSummArea
5290;SegSummArea
5291;SegSummArea
5292;SegSummArea
5293;SegSummArea
5294;SegSummArea
5295;SegSummArea
5296;SegSummArea
5297;SegSummArea
5298;SegSummArea
5299;SegSummArea
5300;SegSummArea
5301;SegSummArea
5302;SegSummArea
5303;SegSummArea
5304;SegSummArea
5305;SegSummArea
5306;SegSummArea
5307;SegSummArea
5308;SegSummArea
5309;SegSummArea
5310;SegSummArea
5311;SegSummArea
5312;SegSummArea
5313;SegSummArea
5314;SegSummArea
5315;SegSummArea
5316;SegSummArea
5317;SegSummArea
5318;SegSummArea
5319;SegSummArea
5320;SegSummArea
5321;SegSummArea
5322;SegSummArea
5323;SegSummArea
5324;SegSummArea
5325;SegSummArea
5326;SegSummArea
5327;SegSummArea
5328;SegSummArea
5329;SegSummArea
5330;SegSummArea
5331;SegSummArea
5332;SegSummArea
5333;SegSummArea
5334;SegSummArea
5335;SegSummArea
5336;SegSummArea
5337;SegSummArea
5338;SegSummArea
5339;SegSummArea
5340;SegSummArea
5341;SegSummArea
5342;SegSummArea
5343;SegSummArea
5344;SegSummArea
5345;SegSummArea
5346;SegSummArea
5347;SegSummArea
5348;SegSummArea
5349;SegSummArea
5350;SegSummArea
5351;SegSummArea
5352;SegSummArea
5353;SegSummArea
5354;SegSummArea
5355;SegSummArea
5356;SegSummArea
5357;SegSummArea
5358;SegSummArea
5359;SegSummArea
5360;SegSummArea
5361;SegSummArea
5362;SegSummArea
5363;SegSummArea
5364;SegSummArea
5365;SegSummArea
5366;SegSummArea
5367;SegSummArea
5368;SegSummArea
5369;SegSummArea
5370;SegSummArea
5371;SegSummArea
5372;SegSummArea
5373;SegSummArea
5374;SegSummArea
5375;SegSummArea
5376;SegSummArea
5377;SegSummArea
5378;SegSummArea
5379;SegSummArea
5380;SegSummArea
5381;SegSummArea
5382;SegSummArea
5383;SegSummArea
5384;SegSummArea
5385;SegSummArea
5386;SegSummArea
5387;SegSummArea
5388;SegSummArea
5389;SegSummArea
5390;SegSummArea
5391;SegSummArea
5392;SegSummArea
5393;SegSummArea
5394;SegSummArea
5395;SegSummArea
5396;SegSummArea
5397;SegSummArea
5398;SegSummArea
5399;SegSummArea
5400;SegSummArea
5401;SegSummArea
5402;SegSummArea
5403;SegSummArea
5404;SegSummArea
5405;SegSummArea
5406;SegSummArea
5407;SegSummArea
5408;SegSummArea
5409;SegSummArea
5410;SegSummArea
5411;SegSummArea
5412;SegSummArea
5413;SegSummArea
5414;SegSummArea
5415;SegSummArea
5416;SegSummArea
5417;SegSummArea
5418;SegSummArea
5419;SegSummArea
5420;SegSummArea
5421;SegSummArea
5422;SegSummArea
5423;SegSummArea
5424;SegSummArea
5425;SegSummArea
5426;SegSummArea
5427;SegSummArea
5428;SegSummArea
5429;SegSummArea
5430;SegSummArea
5431;SegSummArea
5432;SegSummArea
5433;SegSummArea
5434;SegSummArea
5435;SegSummArea
5436;SegSummArea
5437;SegSummArea
5438;SegSummArea
5439;SegSummArea
5440;SegSummArea
5441;SegSummArea
5442;SegSummArea
5443;SegSummArea
5444;SegSummArea
5445;SegSummArea
5446;SegSummArea
5447;SegSummArea
5448;SegSummArea
5449;SegSummArea
5450;SegSummArea
5451;SegSummArea
5452;SegSummArea
5453;SegSummArea
5454;SegSummArea
5455;SegSummArea
5456;SegSummArea
5457;SegSummArea
5458;SegSummArea
5459;SegSummArea
5460;SegSummArea
5461;SegSummArea
5462;SegSummArea
5463;SegSummArea
5464;SegSummArea
5465;SegSummArea
5466;SegSummArea
5467;SegSummArea
5468;SegSummArea
5469;SegSummArea
5470;SegSummArea
5471;SegSummArea
5472;SegSummArea
5473;SegSummArea
5474;SegSummArea
5475;SegSummArea
5476;SegSummArea
5477;SegSummArea
5478;SegSummArea
5479;SegSummArea
5480;SegSummArea
5481;SegSummArea
5482;SegSummArea
5483;SegSummArea
5484;SegSummArea
5485;SegSummArea
5486;SegSummArea
5487;SegSummArea
5488;SegSummArea
5489;SegSummArea
5490;SegSummArea
5491;SegSummArea
5492;SegSummArea
5493;SegSummArea
5494;SegSummArea
5495;SegSummArea
5496;SegSummArea
5497;SegSummArea
5498;SegSummArea
5499;SegSummArea
5500;SegSummArea
5501;SegSummArea
5502;SegSummArea
5503;SegSummArea
5504;SegSummArea
5505;SegSummArea
5506;SegSummArea
5507;SegSummArea
5508;SegSummArea
5509;SegSummArea
5510;SegSummArea
5511;SegSummArea
5512;SegSummArea
5513;SegSummArea
5514;SegSummArea
5515;SegSummArea
5516;SegSummArea
5517;SegSummArea
5518;SegSummArea
5519;SegSummArea
5520;SegSummArea
5521;SegSummArea
5522;SegSummArea
5523;SegSummArea
5524;SegSummArea
5525;SegSummArea
5526;SegSummArea
5527;SegSummArea
5528;SegSummArea
5529;SegSummArea
5530;SegSummArea
5531;SegSummArea
5532;SegSummArea
5533;SegSummArea
5534;SegSummArea
5535;SegSummArea
5536;SegSummArea
5537;SegSummArea
5538;SegSummArea
5539;SegSummArea
5540;SegSummArea
5541;SegSummArea
5542;SegSummArea
5543;SegSummArea
5544;SegSummArea
5545;SegSummArea
5546;SegSummArea
5547;SegSummArea
5548;SegSummArea
5549;SegSummArea
5550;SegSummArea
5551;SegSummArea
5552;SegSummArea
5553;SegSummArea
5554;SegSummArea
5555;SegSummArea
5556;SegSummArea
5557;SegSummArea
5558;SegSummArea
5559;SegSummArea
5560;SegSummArea
5561;SegSummArea
5562;SegSummArea
5563;SegSummArea
5564;SegSummArea
5565;SegSummArea
5566;SegSummArea
5567;SegSummArea
5568;SegSummArea
5569;SegSummArea
5570;SegSummArea
5571;SegSummArea
5572;SegSummArea
5573;SegSummArea
5574;SegSummArea
5575;SegSummArea
5576;SegSummArea
5577;SegSummArea
5578;SegSummArea
5579;SegSummArea
5580;SegSummArea
5581;SegSummArea
5582;SegSummArea
5583;SegSummArea
5584;SegSummArea
5585;SegSummArea
5586;SegSummArea
5587;SegSummArea
5588;SegSummArea
5589;SegSummArea
5590;SegSummArea
5591;SegSummArea
5592;SegSummArea
5593;SegSummArea
5594;SegSummArea
5595;SegSummArea
5596;SegSummArea
5597;SegSummArea
5598;SegSummArea
5599;SegSummArea
5600;SegSummArea
5601;SegSummArea
5602;SegSummArea
5603;SegSummArea
5604;SegSummArea
5605;SegSummArea
5606;SegSummArea
5607;SegSummArea
5608;SegSummArea
5609;SegSummArea
5610;SegSummArea
5611;SegSummArea
5612;SegSummArea
5613;SegSummArea
5614;SegSummArea
5615;SegSummArea
5616;SegSummArea
5617;SegSummArea
5618;SegSummArea
5619;SegSummArea
5620;SegSummArea
5621;SegSummArea
5622;SegSummArea
5623;SegSummArea
5624;SegSummArea
5625;SegSummArea
5626;SegSummArea
5627;SegSummArea
5628;SegSummArea
5629;SegSummArea
5630;SegSummArea
5631;SegSummArea
5632;UNKNOWN
5633;UNKNOWN
5634;UNKNOWN
5635;UNKNOWN
5636;UNKNOWN
5637;UNKNOWN
5638;UNKNOWN
5639;UNKNOWN
5640;UNKNOWN
5641;UNKNOWN
5642;UNKNOWN
5643;UNKNOWN
5644;UNKNOWN
5645;UNKNOWN
5646;UNKNOWN
5647;UNKNOWN
5648;UNKNOWN
5649;UNKNOWN
5650;UNKNOWN
5651;UNKNOWN
5652;UNKNOWN
5653;UNKNOWN
5654;UNKNOWN
5655;UNKNOWN
5656;UNKNOWN
5657;UNKNOWN
5658;UNKNOWN
5659;UNKNOWN
5660;UNKNOWN
5661;UNKNOWN
5662;UNKNOWN
5663;UNKNOWN
5664;UNKNOWN
5665;UNKNOWN
5666;UNKNOWN
5667;UNKNOWN
5668;UNKNOWN
5669;UNKNOWN
5670;UNKNOWN
5671;UNKNOWN
5672;UNKNOWN
5673;UNKNOWN
5674;UNKNOWN
5675;UNKNOWN
5676;UNKNOWN
5677;UNKNOWN
5678;UNKNOWN
5679;UNKNOWN
5680;UNKNOWN
5681;UNKNOWN
5682;UNKNOWN
5683;UNKNOWN
5684;UNKNOWN
5685;UNKNOWN
5686;UNKNOWN
5687;UNKNOWN
5688;UNKNOWN
5689;UNKNOWN
5690;UNKNOWN
5691;UNKNOWN
5692;UNKNOWN
5693;UNKNOWN
5694;UNKNOWN
5695;UNKNOWN
5696;UNKNOWN
5697;UNKNOWN
5698;UNKNOWN
5699;UNKNOWN
5700;UNKNOWN
5701;UNKNOWN
5702;UNKNOWN
5703;UNKNOWN
5704;UNKNOWN
5705;UNKNOWN
5706;UNKNOWN
5707;UNKNOWN
5708;UNKNOWN
5709;UNKNOWN
5710;UNKNOWN
5711;UNKNOWN
5712;UNKNOWN
5713;UNKNOWN
5714;UNKNOWN
5715;UNKNOWN
5716;UNKNOWN
5717;UNKNOWN
5718;UNKNOWN
5719;UNKNOWN
5720;UNKNOWN
5721;UNKNOWN
5722;UNKNOWN
5723;UNKNOWN
5724;UNKNOWN
5725;UNKNOWN
5726;UNKNOWN
5727;UNKNOWN
5728;UNKNOWN
5729;UNKNOWN
5730;UNKNOWN
5731;UNKNOWN
5732;UNKNOWN
5733;UNKNOWN
5734;UNKNOWN
5735;UNKNOWN
5736;UNKNOWN
5737;UNKNOWN
5738;UNKNOWN
5739;UNKNOWN
5740;UNKNOWN
5741;UNKNOWN
5742;UNKNOWN
5743;UNKNOWN
5744;UNKNOWN
5745;UNKNOWN
5746;UNKNOWN
5747;UNKNOWN
5748;UNKNOWN
5749;UNKNOWN
5750;UNKNOWN
5751;UNKNOWN
5752;UNKNOWN
5753;UNKNOWN
5754;UNKNOWN
5755;UNKNOWN
5756;UNKNOWN
5757;UNKNOWN
5758;UNKNOWN
5759;UNKNOWN
5760;UNKNOWN
5761;UNKNOWN
5762;UNKNOWN
5763;UNKNOWN
5764;UNKNOWN
5765;UNKNOWN
5766;UNKNOWN
5767;UNKNOWN
5768;UNKNOWN
5769;UNKNOWN
5770;UNKNOWN
5771;UNKNOWN
5772;UNKNOWN
5773;UNKNOWN
5774;UNKNOWN
5775;UNKNOWN
5776;UNKNOWN
5777;UNKNOWN
5778;UNKNOWN
5779;UNKNOWN
5780;UNKNOWN
5781;UNKNOWN
5782;UNKNOWN
5783;UNKNOWN
5784;UNKNOWN
5785;UNKNOWN
5786;UNKNOWN
5787;UNKNOWN
5788;UNKNOWN
5789;UNKNOWN
5790;UNKNOWN
5791;UNKNOWN
5792;UNKNOWN
5793;UNKNOWN
5794;UNKNOWN
5795;UNKNOWN
5796;UNKNOWN
5797;UNKNOWN
5798;UNKNOWN
5799;UNKNOWN
5800;UNKNOWN
5801;UNKNOWN
5802;UNKNOWN
5803;UNKNOWN
5804;UNKNOWN
5805;UNKNOWN
5806;UNKNOWN
5807;UNKNOWN
5808;UNKNOWN
5809;UNKNOWN
5810;UNKNOWN
5811;UNKNOWN
5812;UNKNOWN
5813;UNKNOWN
5814;UNKNOWN
5815;UNKNOWN
5816;UNKNOWN
5817;UNKNOWN
5818;UNKNOWN
5819;UNKNOWN
5820;UNKNOWN
5821;UNKNOWN
5822;UNKNOWN
5823;UNKNOWN
5824;UNKNOWN
5825;UNKNOWN
5826;UNKNOWN
5827;UNKNOWN
5828;UNKNOWN
5829;UNKNOWN
5830;UNKNOWN
5831;UNKNOWN
5832;UNKNOWN
5833;UNKNOWN
5834;UNKNOWN
5835;UNKNOWN
5836;UNKNOWN
5837;UNKNOWN
5838;UNKNOWN
5839;UNKNOWN
5840;UNKNOWN
5841;UNKNOWN
5842;UNKNOWN
5843;UNKNOWN
5844;UNKNOWN
5845;UNKNOWN
5846;UNKNOWN
5847;UNKNOWN
5848;UNKNOWN
5849;UNKNOWN
5850;UNKNOWN
5851;UNKNOWN
5852;UNKNOWN
5853;UNKNOWN
5854;UNKNOWN
5855;UNKNOWN
5856;UNKNOWN
5857;UNKNOWN
5858;UNKNOWN
5859;UNKNOWN
5860;UNKNOWN
5861;UNKNOWN
5862;UNKNOWN
5863;UNKNOWN
5864;UNKNOWN
5865;UNKNOWN
5866;UNKNOWN
5867;UNKNOWN
5868;UNKNOWN
5869;UNKNOWN
5870;UNKNOWN
5871;UNKNOWN
5872;UNKNOWN
5873;UNKNOWN
5874;UNKNOWN
5875;UNKNOWN
5876;UNKNOWN
5877;UNKNOWN
5878;UNKNOWN
5879;UNKNOWN
5880;UNKNOWN
5881;UNKNOWN
5882;UNKNOWN
5883;UNKNOWN
5884;UNKNOWN
5885;UNKNOWN
5886;UNKNOWN
5887;UNKNOWN
5888;UNKNOWN
5889;UNKNOWN
5890;UNKNOWN
5891;UNKNOWN
5892;UNKNOWN
5893;UNKNOWN
5894;UNKNOWN
5895;UNKNOWN
5896;UNKNOWN
5897;UNKNOWN
5898;UNKNOWN
5899;UNKNOWN
5900;UNKNOWN
5901;UNKNOWN
5902;UNKNOWN
5903;UNKNOWN
5904;UNKNOWN
5905;UNKNOWN
5906;UNKNOWN
5907;UNKNOWN
5908;UNKNOWN
5909;UNKNOWN
5910;UNKNOWN
5911;UNKNOWN
5912;UNKNOWN
5913;UNKNOWN
5914;UNKNOWN
5915;UNKNOWN
5916;UNKNOWN
5917;UNKNOWN
5918;UNKNOWN
5919;UNKNOWN
5920;UNKNOWN
5921;UNKNOWN
5922;UNKNOWN
5923;UNKNOWN
5924;UNKNOWN
5925;UNKNOWN
5926;UNKNOWN
5927;UNKNOWN
5928;UNKNOWN
5929;UNKNOWN
5930;UNKNOWN
5931;UNKNOWN
5932;UNKNOWN
5933;UNKNOWN
5934;UNKNOWN
5935;UNKNOWN
5936;UNKNOWN
5937;UNKNOWN
5938;UNKNOWN
5939;UNKNOWN
5940;UNKNOWN
5941;UNKNOWN
5942;UNKNOWN
5943;UNKNOWN
5944;UNKNOWN
5945;UNKNOWN
5946;UNKNOWN
5947;UNKNOWN
5948;UNKNOWN
5949;UNKNOWN
5950;UNKNOWN
5951;UNKNOWN
5952;UNKNOWN
5953;UNKNOWN
5954;UNKNOWN
5955;UNKNOWN
5956;UNKNOWN
5957;UNKNOWN
5958;UNKNOWN
5959;UNKNOWN
5960;UNKNOWN
5961;UNKNOWN
5962;UNKNOWN
5963;UNKNOWN
5964;UNKNOWN
5965;UNKNOWN
5966;UNKNOWN
5967;UNKNOWN
5968;UNKNOWN
5969;UNKNOWN
5970;UNKNOWN
5971;UNKNOWN
5972;UNKNOWN
5973;UNKNOWN
5974;UNKNOWN
5975;UNKNOWN
5976;UNKNOWN
5977;UNKNOWN
5978;UNKNOWN
5979;UNKNOWN
5980;UNKNOWN
5981;UNKNOWN
5982;UNKNOWN
5983;UNKNOWN
5984;UNKNOWN
5985;UNKNOWN
5986;UNKNOWN
5987;UNKNOWN
5988;UNKNOWN
5989;UNKNOWN
5990;UNKNOWN
5991;UNKNOWN
5992;UNKNOWN
5993;UNKNOWN
5994;UNKNOWN
5995;UNKNOWN
5996;UNKNOWN
5997;UNKNOWN
5998;UNKNOWN
5999;UNKNOWN
6000;UNKNOWN
6001;UNKNOWN
6002;UNKNOWN
6003;UNKNOWN
6004;UNKNOWN
6005;UNKNOWN
6006;UNKNOWN
6007;UNKNOWN
6008;UNKNOWN
6009;UNKNOWN
6010;UNKNOWN
6011;UNKNOWN
6012;UNKNOWN
6013;UNKNOWN
6014;UNKNOWN
6015;UNKNOWN
6016;UNKNOWN
6017;UNKNOWN
6018;UNKNOWN
6019;UNKNOWN
6020;UNKNOWN
6021;UNKNOWN
6022;UNKNOWN
6023;UNKNOWN
6024;UNKNOWN
6025;UNKNOWN
6026;UNKNOWN
6027;UNKNOWN
6028;UNKNOWN
6029;UNKNOWN
6030;UNKNOWN
6031;UNKNOWN
6032;UNKNOWN
6033;UNKNOWN
6034;UNKNOWN
6035;UNKNOWN
6036;UNKNOWN
6037;UNKNOWN
6038;UNKNOWN
6039;UNKNOWN
6040;UNKNOWN
6041;UNKNOWN
6042;UNKNOWN
6043;UNKNOWN
6044;UNKNOWN
6045;UNKNOWN
6046;UNKNOWN
6047;UNKNOWN
6048;UNKNOWN
6049;UNKNOWN
6050;UNKNOWN
6051;UNKNOWN
6052;UNKNOWN
6053;UNKNOWN
6054;UNKNOWN
6055;UNKNOWN
6056;UNKNOWN
6057;UNKNOWN
6058;UNKNOWN
6059;UNKNOWN
6060;UNKNOWN
6061;UNKNOWN
6062;UNKNOWN
6063;UNKNOWN
6064;UNKNOWN
6065;UNKNOWN
6066;UNKNOWN
6067;UNKNOWN
6068;UNKNOWN
6069;UNKNOWN
6070;UNKNOWN
6071;UNKNOWN
6072;UNKNOWN
6073;UNKNOWN
6074;UNKNOWN
6075;UNKNOWN
6076;UNKNOWN
6077;UNKNOWN
6078;UNKNOWN
6079;UNKNOWN
6080;UNKNOWN
6081;UNKNOWN
6082;UNKNOWN
6083;UNKNOWN
6084;UNKNOWN
6085;UNKNOWN
6086;UNKNOWN
6087;UNKNOWN
6088;UNKNOWN
6089;UNKNOWN
6090;UNKNOWN
6091;UNKNOWN
6092;UNKNOWN
6093;UNKNOWN
6094;UNKNOWN
6095;UNKNOWN
6096;UNKNOWN
6097;UNKNOWN
6098;UNKNOWN
6099;UNKNOWN
6100;UNKNOWN
6101;UNKNOWN
6102;UNKNOWN
6103;UNKNOWN
6104;UNKNOWN
6105;UNKNOWN
6106;UNKNOWN
6107;UNKNOWN
6108;UNKNOWN
6109;UNKNOWN
6110;UNKNOWN
6111;UNKNOWN
6112;UNKNOWN
6113;UNKNOWN
6114;UNKNOWN
6115;UNKNOWN
6116;UNKNOWN
6117;UNKNOWN
6118;UNKNOWN
6119;UNKNOWN
6120;UNKNOWN
6121;UNKNOWN
6122;UNKNOWN
6123;UNKNOWN
6124;UNKNOWN
6125;UNKNOWN
6126;UNKNOWN
6127;UNKNOWN
6128;UNKNOWN
6129;UNKNOWN
6130;UNKNOWN
6131;UNKNOWN
6132;UNKNOWN
6133;UNKNOWN
6134;UNKNOWN
6135;UNKNOWN
6136;UNKNOWN
6137;UNKNOWN
6138;UNKNOWN
6139;UNKNOWN
6140;UNKNOWN
6141;UNKNOWN
6142;UNKNOWN
6143;UNKNOWN
6150;UNKNOWN
6151;UNKNOWN
7170;UNKNOWN
7171;UNKNOWN
7172;UNKNOWN
7173;UNKNOWN
7174;UNKNOWN
7175;UNKNOWN
7176;UNKNOWN
7177;UNKNOWN
7178;UNKNOWN
7179;UNKNOWN
7180;UNKNOWN
7181;UNKNOWN
7182;UNKNOWN
7183;UNKNOWN
7184;UNKNOWN
7185;UNKNOWN
7186;UNKNOWN
7187;UNKNOWN
7188;UNKNOWN
7189;UNKNOWN
7190;UNKNOWN
7191;UNKNOWN
7192;UNKNOWN
7193;UNKNOWN
7194;UNKNOWN
7195;UNKNOWN
7196;UNKNOWN
7197;UNKNOWN
7198;UNKNOWN
7199;UNKNOWN
7200;UNKNOWN
7201;UNKNOWN
7202;UNKNOWN
7203;UNKNOWN
7204;UNKNOWN
7205;UNKNOWN
7206;UNKNOWN
7207;UNKNOWN
7208;UNKNOWN
7209;UNKNOWN
7210;UNKNOWN
7211;UNKNOWN
7212;UNKNOWN
7213;UNKNOWN
7214;UNKNOWN
7215;UNKNOWN
7216;UNKNOWN
7217;UNKNOWN
7218;UNKNOWN
7219;UNKNOWN
7220;UNKNOWN
7221;UNKNOWN
7222;UNKNOWN
7223;UNKNOWN
7224;UNKNOWN
7225;UNKNOWN
7226;UNKNOWN
7227;UNKNOWN
7228;UNKNOWN
7229;UNKNOWN
7230;UNKNOWN
7231;UNKNOWN
7232;UNKNOWN
7233;UNKNOWN
7234;UNKNOWN
7235;UNKNOWN
7236;UNKNOWN
7237;UNKNOWN
7238;UNKNOWN
7239;UNKNOWN
7240;UNKNOWN
7241;UNKNOWN
7242;UNKNOWN
7243;UNKNOWN
7244;UNKNOWN
7245;UNKNOWN
7246;UNKNOWN
7247;UNKNOWN
7248;UNKNOWN
7249;UNKNOWN
7250;UNKNOWN
7251;UNKNOWN
7252;UNKNOWN
7253;UNKNOWN
7254;UNKNOWN
7255;UNKNOWN
7256;UNKNOWN
7257;UNKNOWN
7258;UNKNOWN
7259;UNKNOWN
7260;UNKNOWN
7261;UNKNOWN
7262;UNKNOWN
7263;UNKNOWN
7264;UNKNOWN
7265;UNKNOWN
7266;UNKNOWN
7267;UNKNOWN
7268;UNKNOWN
7269;UNKNOWN
7270;UNKNOWN
7271;UNKNOWN
7272;UNKNOWN
7273;UNKNOWN
7274;UNKNOWN
7275;UNKNOWN
7276;UNKNOWN
7277;UNKNOWN
7278;UNKNOWN
7279;UNKNOWN
7280;UNKNOWN
7281;UNKNOWN
7282;UNKNOWN
7283;UNKNOWN
7284;UNKNOWN
7285;UNKNOWN
7286;UNKNOWN
7287;UNKNOWN
7288;UNKNOWN
7289;UNKNOWN
7290;UNKNOWN
7291;UNKNOWN
7292;UNKNOWN
7293;UNKNOWN
7294;UNKNOWN
7295;UNKNOWN
7296;UNKNOWN
7297;UNKNOWN
7298;UNKNOWN
7299;UNKNOWN
7300;UNKNOWN
7301;UNKNOWN
7302;UNKNOWN
7303;UNKNOWN
7304;UNKNOWN
7305;UNKNOWN
7306;UNKNOWN
7307;UNKNOWN
7308;UNKNOWN
7309;UNKNOWN
7310;UNKNOWN
7311;UNKNOWN
7312;UNKNOWN
7313;UNKNOWN
7314;UNKNOWN
7315;UNKNOWN
7316;UNKNOWN
7317;UNKNOWN
7318;UNKNOWN
7319;UNKNOWN
7320;UNKNOWN
7321;UNKNOWN
7322;UNKNOWN
7323;UNKNOWN
7324;UNKNOWN
7325;UNKNOWN
7326;UNKNOWN
7327;UNKNOWN
7328;UNKNOWN
7329;UNKNOWN
7330;UNKNOWN
7331;UNKNOWN
7332;UNKNOWN
7333;UNKNOWN
7334;UNKNOWN
7335;UNKNOWN
7336;UNKNOWN
7337;UNKNOWN
7338;UNKNOWN
7339;UNKNOWN
7340;UNKNOWN
7341;UNKNOWN
7342;UNKNOWN
7343;UNKNOWN
7344;UNKNOWN
7345;UNKNOWN
7346;UNKNOWN
7347;UNKNOWN
7348;UNKNOWN
7349;UNKNOWN
7350;UNKNOWN
7351;UNKNOWN
7352;UNKNOWN
7353;UNKNOWN
7354;UNKNOWN
7355;UNKNOWN
7356;UNKNOWN
7357;UNKNOWN
7358;UNKNOWN
7359;UNKNOWN
7360;UNKNOWN
7361;UNKNOWN
7362;UNKNOWN
7363;UNKNOWN
7364;UNKNOWN
7365;UNKNOWN
7366;UNKNOWN
7367;UNKNOWN
7368;UNKNOWN
7369;UNKNOWN
7370;UNKNOWN
7371;UNKNOWN
7372;UNKNOWN
7373;UNKNOWN
7374;UNKNOWN
7375;UNKNOWN
7376;UNKNOWN
7377;UNKNOWN
7378;UNKNOWN
7379;UNKNOWN
7380;UNKNOWN
7381;UNKNOWN
7382;UNKNOWN
7383;UNKNOWN
7384;UNKNOWN
7385;UNKNOWN
7386;UNKNOWN
7387;UNKNOWN
7388;UNKNOWN
7389;UNKNOWN
7390;UNKNOWN
7391;UNKNOWN
7392;UNKNOWN
7393;UNKNOWN
7394;UNKNOWN
7395;UNKNOWN
7396;UNKNOWN
7397;UNKNOWN
7398;UNKNOWN
7399;UNKNOWN
7404;UNKNOWN
7405;UNKNOWN
9216;UNKNOWN
9217;UNKNOWN
9218;UNKNOWN
9219;UNKNOWN
9220;UNKNOWN
9221;UNKNOWN
9222;UNKNOWN
9223;UNKNOWN
9224;UNKNOWN
9225;UNKNOWN
9226;UNKNOWN
9227;UNKNOWN
9228;UNKNOWN
9229;UNKNOWN
9230;UNKNOWN
9231;UNKNOWN
9232;UNKNOWN
9233;UNKNOWN
9234;UNKNOWN
9235;UNKNOWN
9236;UNKNOWN
9237;UNKNOWN
9238;UNKNOWN
9239;UNKNOWN
9240;UNKNOWN
9241;UNKNOWN
9242;UNKNOWN
9243;UNKNOWN
9244;UNKNOWN
9245;UNKNOWN
9246;UNKNOWN
9247;UNKNOWN
9248;UNKNOWN
9249;UNKNOWN
9250;UNKNOWN
9251;UNKNOWN
9252;UNKNOWN
9253;UNKNOWN
9254;UNKNOWN
9255;UNKNOWN
9256;UNKNOWN
9257;UNKNOWN
9258;UNKNOWN
9259;UNKNOWN
9260;UNKNOWN
9261;UNKNOWN
9262;UNKNOWN
9263;UNKNOWN
9264;UNKNOWN
9265;UNKNOWN
9266;UNKNOWN
9267;UNKNOWN
9268;UNKNOWN
9269;UNKNOWN
9270;UNKNOWN
9271;UNKNOWN
9272;UNKNOWN
9273;UNKNOWN
9274;UNKNOWN
9275;UNKNOWN
9276;UNKNOWN
9277;UNKNOWN
9278;UNKNOWN
9279;UNKNOWN
9280;UNKNOWN
9281;UNKNOWN
9282;UNKNOWN
9283;UNKNOWN
9284;UNKNOWN
9285;UNKNOWN
9286;UNKNOWN
9287;UNKNOWN
9288;UNKNOWN
9289;UNKNOWN
9290;UNKNOWN
9291;UNKNOWN
9292;UNKNOWN
9293;UNKNOWN
9294;UNKNOWN
9295;UNKNOWN
9296;UNKNOWN
9297;UNKNOWN
9298;UNKNOWN
9299;UNKNOWN
9300;UNKNOWN
9301;UNKNOWN
9302;UNKNOWN
9303;UNKNOWN
9304;UNKNOWN
9305;UNKNOWN
9306;UNKNOWN
9307;UNKNOWN
9308;UNKNOWN
9309;UNKNOWN
9310;UNKNOWN
9311;UNKNOWN
9312;UNKNOWN
9313;UNKNOWN
9314;UNKNOWN
9315;UNKNOWN
9316;UNKNOWN
9317;UNKNOWN
9318;UNKNOWN
9319;UNKNOWN
9320;UNKNOWN
9321;UNKNOWN
9322;UNKNOWN
9323;UNKNOWN
9324;UNKNOWN
9325;UNKNOWN
9326;UNKNOWN
9327;UNKNOWN
9328;UNKNOWN
9329;UNKNOWN
9330;UNKNOWN
9331;UNKNOWN
9332;UNKNOWN
9333;UNKNOWN
9334;UNKNOWN
9335;UNKNOWN
9336;UNKNOWN
9337;UNKNOWN
9338;UNKNOWN
9339;UNKNOWN
9340;UNKNOWN
9341;UNKNOWN
9342;UNKNOWN
9343;UNKNOWN
9344;UNKNOWN
9345;UNKNOWN
9346;UNKNOWN
9347;UNKNOWN
9348;UNKNOWN
9349;UNKNOWN
9350;UNKNOWN
9351;UNKNOWN
9352;UNKNOWN
9353;UNKNOWN
9354;UNKNOWN
9355;UNKNOWN
9356;UNKNOWN
9357;UNKNOWN
9358;UNKNOWN
9359;UNKNOWN
9360;UNKNOWN
9361;UNKNOWN
9362;UNKNOWN
9363;UNKNOWN
9364;UNKNOWN
9365;UNKNOWN
9366;UNKNOWN
9367;UNKNOWN
9368;UNKNOWN
9369;UNKNOWN
9370;UNKNOWN
9371;UNKNOWN
9372;UNKNOWN
9373;UNKNOWN
9374;UNKNOWN
9375;UNKNOWN
9376;UNKNOWN
9377;UNKNOWN
9378;UNKNOWN
9379;UNKNOWN
9380;UNKNOWN
9381;UNKNOWN
9382;UNKNOWN
9383;UNKNOWN
9384;UNKNOWN
9385;UNKNOWN
9386;UNKNOWN
9387;UNKNOWN
9388;UNKNOWN
9389;UNKNOWN
9390;UNKNOWN
9391;UNKNOWN
9392;UNKNOWN
9393;UNKNOWN
9394;UNKNOWN
9395;UNKNOWN
9396;UNKNOWN
9397;UNKNOWN
9398;UNKNOWN
9399;UNKNOWN
